201909;TERMINAL DE DIRECCION;REPUESTO
201910;TERMINAL ESTABILIZADOR;REPUESTO
201911;TESADOR HIDRUALICO;REPUESTO
201912;TOBERAS DE INYECTORES DIESEL;REPUESTO
201913;TRABASIL;REPUESTO
201914;TRICETA;REPUESTO
201915;TUERCA;REPUESTO
201916;TAPON DE BLOCK;REPUESTO
201917;TAPA DE DISTRIBUCION;REPUESTO
201918;TRIANGULO DE SEGURIDAD;REPUESTO
201919;TRAMPA DE AGUA P/DIESEL;REPUESTO
201920;TAPA DE ACEITE DE MOTOR;REPUESTO
201921;TERMINAL ELECTRICO;REPUESTO
201922;TAPA DE INYECTOR;REPUESTO
201923;TAPON;REPUESTO
201924;TERMOSWITCH DE TEMPERATURA;REPUESTO
201925;TAPA DE DEPOSITO;REPUESTO
202001;VALVULA;REPUESTO
202002;VALVULA DE ADMISION JGO.;REPUESTO
202003;VALVULA DE ESCAPE JGO.;REPUESTO
202004;VALVULA PVC;REPUESTO
202005;VALVULA TERMOSTATICA;REPUESTO
202006;VALVULA DE BOMBA HIDRAULICA;REPUESTO
202007;VALVULA DE SOBREPRESION DE COMBUSTIBLE;REPUESTO
202008;VOLANTE DE DIRECCION;REPUESTO
202009;VISERA TAPA SOL;REPUESTO
202010;VASTAGO HIDRAULICO;REPUESTO
202011;VARILLA DE BALANCIN;REPUESTO
202101;YOKE DE CARDAN;REPUESTO
202201;UNION DE MANGUERA;REPUESTO
200231;BUJE DE SOPORTE DE CREMALLERA;REPUESTO
200232;BUJIAS IRIDUM;REPUESTO
200233;BUJIAS ITRION;REPUESTO
200234;BUJIAS PLATINADAS;REPUESTO
200235;BASE DE BOMBA DE AGUA;REPUESTO
200236;BUJE DE BANDEJA INFERIOR;REPUESTO
200237;BUJE DE MUELLE;REPUESTO
200238;BALANCIN DE MUELLE;REPUESTO
200239;BOTA AGUA DE PARABRIZA;REPUESTO
200240;BUJE DE BARRA DE SUSPENSION TRASERA;REPUESTO
200241;BUJE BASE DE AMORTIGUADOR;REPUESTO
200242;BOTADOR HIDRAULICO;REPUESTO
200243;BROCA;REPUESTO
200244;BOBINA DE COMPRESOR DE AIRE;REPUESTO
200245;BIELA DE MOTOR;REPUESTO
200246;BUJE DE ARRANQUE;REPUESTO
200247;BASTAGOS HIDRAULICOS;REPUESTO
200248;BRAZO DE LIMPIA PARABRISA;REPUESTO
200249;CAJA DE DIRECCION;REPUESTO
200250;BOMBA INYECTORA;REPUESTO
200335;CHAVETA;REPUESTO
200336;CARBURADOR;REPUESTO
200337;CRUCETA DE CARDAN;REPUESTO
200338;CORREA DENTADA DE BOMBA DE ACEITE;REPUESTO
200339;CONECTOR DE MANGUERA;REPUESTO
200340;CHAPA DE CONTACTO;REPUESTO
200341;CHICOTILLO DE VELOCIMETRO;REPUESTO
200342;CAPUCHON DE MORDAZA;REPUESTO
200343;CINTA DE CORONA;REPUESTO
200344;CHAPA;REPUESTO
200345;CINTURON DE SEGURIDAD;REPUESTO
200346;CAPUCHON DE AMORTIGUADOR;REPUESTO
200347;CABLE DE BATERIA;REPUESTO
200348;CADENA;REPUESTO
200349;CUBETA DE CILINDRO;REPUESTO
200350;CONDUCTO TOMA DE AIRE;REPUESTO
200351;COPA DE BUJIA;REPUESTO
200352;CONTACTO DE COBRE;REPUESTO
200353;CONECTOR;REPUESTO
200354;CHICOTILLO DE FRENO;REPUESTO
200355;COMPRESOR DE AIRE;REPUESTO
200356;CAPUCHON PASADOR DE MORDAZA;REPUESTO
200357;CAPUCHON DE TERMINAL;REPUESTO
200358;CHUPETE DE BOBINA;REPUESTO
200359;CORONA;REPUESTO
200360;CINTA Y PIÑON DE CORONA;REPUESTO
200361;CASQUILLO DE VALVULA;REPUESTO
200362;CAÑERIA;REPUESTO
201311;MANGUERA DE AGUA;REPUESTO
201312;MANGUERA;REPUESTO
201313;MANGUERA HIDRAULICO;REPUESTO
201314;MUÑON;REPUESTO
201315;MANIVELA LEVANTA VIDRIO;REPUESTO
201316;MANGUERA POLIAMIDA;REPUESTO
201317;MOTOR BOTA AGUA;REPUESTO
201318;MECANISMO DE LEVANTA VIDRIO;REPUESTO
201621;PIÑON DE CORREA DE DISTRIBUCION;REPUESTO
201622;PEDAL;REPUESTO
201623;POLEA DE BOMBA HIDRAULICA;REPUESTO
201624;PIÑON DE CORONA;REPUESTO
201625;PARLANTES;REPUESTO
201626;PORTA CRUCETA DE CARDAN;REPUESTO
201627;PERNO REGULADOR;REPUESTO
201628;PASADOR DE CORONA;REPUESTO
201629;PASADOR;REPUESTO
201630;POLEA DE CIGÜEÑAL;REPUESTO
201631;PERNO DE CULATA;REPUESTO
201632;PORTA DIODO;REPUESTO
201633;PROTECTO DE DISCO DE FRENO;REPUESTO
201634;PERILLA;REPUESTO
201635;PERNO /CAÑO;REPUESTO
201636;PALANCA DE CAMBIO;REPUESTO
201637;PASADOR DE PERNO DE MORDAZA;REPUESTO
201638;POLEA DE ALTERNADOR;REPUESTO
201731;RODAMIENTO PALIER;REPUESTO
201732;RODAMIENTO DE APOYO;REPUESTO
201733;RETEN DE CIGÜEÑAL TRASERO;REPUESTO
201734;ERROR;REPUESTO
201735;RETEN DE MACERO;REPUESTO
201736;ROTULA DE SUSPENSION INFERIOR;REPUESTO
201737;REGULADOR DE FRENO;REPUESTO
201738;RETEN DE CORONA;REPUESTO
201739;RETEN DE RUEDA DELANTERA;REPUESTO
201740;RODAMIENTO PILOTO;REPUESTO
201741;RODAMIENTO DE RUEDA TRASERA;REPUESTO
201742;ERROR;REPUESTO
201743;REPARO DE CARBURADOR;REPUESTO
201744;RODAMIENTO DE PUNTA EJE;REPUESTO
201745;RETEN DE PUNTA EJE;REPUESTO
201746;RETEN DE HIDROVAG;REPUESTO
201747;REPARO DE SERVO Ó HIDROVAG;REPUESTO
201748;RODAMIENTO NIDO DE CORONA;REPUESTO
201749;RODAMIENTO DE PIÑON DE CORONA;REPUESTO
201750;RETEN DE SINFÍN;REPUESTO
201751;RODAMIENTO DE COMPRESOR;REPUESTO
201752;REPARO;REPUESTO
201753;RODAMIENTO DE ARRANQUE;REPUESTO
201754;RETEN DE PIÑON DE CORONA;REPUESTO
201755;RODAMIENTO DE CAJA;REPUESTO
201756;RETEN DE SELECTOR DE CAJA;REPUESTO
201826;SEGURO DE PALIER;REPUESTO
201827;SENSOR DE AIRE ACONDICIONADO;REPUESTO
201828;SEGURO PLASTICO;REPUESTO
201829;STOP TRASERO;REPUESTO
201830;SENSOR DE PRESION DE ACEITE;REPUESTO
201831;SENSOR;REPUESTO
201832;SEGURO;REPUESTO
201833;SOPORTE DE ESPEJO;REPUESTO
201834;SEGURO DE INYECTOR;REPUESTO
201835;SWITCH;REPUESTO
201836;SENSOR DE BAJA O RALENTY;REPUESTO
201837;SOPORTE;REPUESTO
201838;SOQUET;REPUESTO
201839;SELLO DE TAPA DE BALANCIN;REPUESTO
201840;SELENOIDE ARRANQUE;REPUESTO
201926;TAPA DE BALANCIN;REPUESTO
201927;TAZA DE VIDRIO TRAMPA DE DIESEL;REPUESTO
201928;TACO DE GOMA;REPUESTO
201929;TAPA DE PERNO TOPE DE BANDEJA;REPUESTO
201930;TAPA PUNTA EJE;REPUESTO
201931;TAPA DE TANQUE;REPUESTO
201932;TURBO COMPLETO;REPUESTO
201933;TESADOR DE CORREA;REPUESTO
101010;MECANICA;SERVICIO
101011;AFINADO DE MOTOR;SERVICIO
101012;BAJADO DE TANQUE DE COMBUSTIBLE LIMPIEZA;SERVICIO
101013;CAMBIO DE ACEITE DE MOTOR;SERVICIO
101014;CAMBIO DE BOMBA DE AGUA;SERVICIO
101015;CAMBIO DE BOMBA DE GASOLINA;SERVICIO
101016;CAMBIO DE BUJIAS DE ENCENDIDO;SERVICIO
101017;CAMBIO DE EMPAQUETADURA MULTIPLE DE ESCAPE;SERVICIO
101018;CAMBIO DE VALVULA PVC;SERVICIO
101019;CAMBIO Y/O REVISION DE VALVULA TERMOSTATICA;SERVICIO
101020;MECANICA DESMONTAJE DE CULATA;SERVICIO
101021;CAMBIO EMPAQUETADURA TAPA DE BALANCIN;SERVICIO
101022;DESMONTAJE DE RADIADOR;SERVICIO
101023;LIMPIEZA DE INYECTORES;SERVICIO
101024;MECANICA CAMBIO DE MOTOR;SERVICIO
101025;MECANICA DE DISTRIBUCION;SERVICIO
101026;MECANICA REPARACION DE MOTOR;SERVICIO
101027;SCANEADO DE VEHICULO;SERVICIO
101028;SERVICIO TECNICO CAMBIO INYECTORES DIESEL;SERVICIO
101029;MANTENIMIENTO DE SISTEMA INYECCION DIESEL;SERVICIO
101030;CAMBIO DE CORREA;SERVICIO
101031;CAMBIO Y/O ARREGLO DE CONDUCTO DE AGUA;SERVICIO
101032;MECANICA DE CARTER;SERVICIO
101033;MECANICA DESMONTAJE DE TANQUE CAMBIO DE BOMBA DE COMBUSTIBLE;SERVICIO
101034;MECANICA CAMBIO DE SOPORTE MOTOR;SERVICIO
101035;REVISION Y/O CAMBIO DE FILTRO;SERVICIO
101036;MECANICA LIMPIEZA DE GARGANTA Y CAMBIO DE BUJIA;SERVICIO
101037;MECANICA DE CARBURADOR;SERVICIO
101038;MECANICA REVISION Y/O ARREGLO CANISTER;SERVICIO
101039;LIMPIEZA DE BUJIAS;SERVICIO
101040;MECANICA DESMONTAJE MULTIPLE DE ESCAPE;SERVICIO
101041;SERVICIO TECNICO;SERVICIO
101042;MECANICA CAMBIO Y/O REVISION DE CHICOTILLO;SERVICIO
101043;BAJADO DE CAJA;SERVICIO
101044;CAMBIO DE EMPAQUETADURA DE CAÑO DE ESCAPE;SERVICIO
101045;CAMBIO DE RETEN DE CIGÜEÑAL;SERVICIO
101046;LIMPIEZA DE CUERPO DE ACELERACION;SERVICIO
101047;REPARACION;SERVICIO
101048;SERVICIO TECNICO REPARACION DE BOMBA INYECTORA;SERVICIO
101049;CAMBIO DE RETEN;SERVICIO
101050;CAMBIO DE MANGUERA;SERVICIO
101051;TRABAJO MECANICO CAÑO DE ESCAPE;SERVICIO
101052;BAJADO DE TANQUE REVISION;SERVICIO
101053;REVISION DE NIVELES;SERVICIO
101054;REVISION DE INYECTOR DE COMBUSTIBLE;SERVICIO
101055;MECANICA REVISION Y/O CAMBIO DE SENSOR;SERVICIO
102011;CAMBIO DE ACEITE DE TRASMISION;SERVICIO
102012;CAMBIO DE CRUCETA DE CARDAN;SERVICIO
102013;CAMBIO DE RODAMIENTO CENTRAL;SERVICIO
102014;DESMONTAJE DE CAJA CAMBIO DE RETEN CIGÜEÑAL TRASERO;SERVICIO
102015;LIMPIEZA DE CUERPO DE VALVULA;SERVICIO
102016;MECANICA CAMBIO DE CAJA DE TRASMISION;SERVICIO
102017;MECANICA REPARACION DE CAJA DE DIRECCION;SERVICIO
102018;MECANICA REPARACION DE CAJA DE TRASMISION;SERVICIO
102019;MECANICA REPARACION DE CORONA;SERVICIO
102020;MECANICA REPARACION DE ROSTER;SERVICIO
102021;MECANICA BAJADO DE CAJA Y CAMBIO DE KIT DE EMBRAGUE;SERVICIO
102022;REVISION DE ACEITE DE CORONA CAJA Y ROSTER;SERVICIO
102023;MECANICA DE PALANCA DE CAMBIO;SERVICIO
102025;REPARACION DE DISCO DE EMBRAGUE;SERVICIO
102026;REPARACION DE PRENSA DE EMBRAGUE;SERVICIO
102027;MECANICA CAMBIO DE FUNDA DE CORONA;SERVICIO
102028;MECANICA CAMBIO DE REPARO DE BOMBA;SERVICIO
102029;DESMONTAJE DE CARDAN;SERVICIO
102030;MECANICA REPARACION DE CAJA DE DIRECCION;SERVICIO
102031;MECANICA DE CORONA;SERVICIO
103011;CAMBIO DE BOMBA DE HIDRAULICO;SERVICIO
103012;CAMBIO DE CRUCETA DE DIRECCION;SERVICIO
103013;ENGRASE DE JUNTA HOMOCINETICA DELANTERA;SERVICIO
103014;ENGRASE DE JUNTA HOMOCINETICA TRASERA;SERVICIO
103015;ENGRASE DE RODAMIENTO DE RUEDA DELANTERA;SERVICIO
103016;ENGRASE DE RODAMIENTO DE RUEDA TRASERA;SERVICIO
103017;MECANICA CAMBIO DE JUNTA HOMOCINETICA DELANTERA;SERVICIO
103018;MECANICA CAMBIO DE JUNTA HOMOCINETICA TRASERA;SERVICIO
103019;MECANICA CAMBIO DE RODAMIENTO DE RUEDA DELANTERA;SERVICIO
103020;MECANICA CAMBIO DE RODAMIENTO DE RUEDA TRASERA;SERVICIO
103021;MECANICA CAMBIO DE CREMALLERA;SERVICIO
103022;MECANICA REPARACION DE CREMALLERA;SERVICIO
103023;PRENSADO DE MANGUERA;SERVICIO
103024;MECANICA DE BOMBA HIDRAULICA;SERVICIO
103025;ENGRASE DE PASADOR DE MUELLE;SERVICIO
103026;CAMBIO DE BRAZO AXIAL DE CREMALLERA;SERVICIO
103027;MECANICA ENGRASE Y/O CAMBIO CAPUCHON DE PALIER;SERVICIO
103028;MECANICA DESMONTAJE DE BARRA DE DIRECCION;SERVICIO
103029;MECANICA DE MACERO DELANTERO;SERVICIO
103030;MANTENIMIENTO Y LIMPIEZA DEL SISTEMA DE DIRECCION;SERVICIO
103031;MECANICA CAMBIO DE RETEN DE PALIER TRASERO;SERVICIO
103032;ENGRASE DE TERMINALES;SERVICIO
103033;MECANICA DE PALIERES TARSEROS;SERVICIO
103034;CAMCIO DE BUJES DE BARRA;SERVICIO
103035;MECANICA DESMONTAJE Y MONTAJE DE VOLANTE DE DIRECCION;SERVICIO
103036;MECANICA DE YOKE DE DIRECCION;SERVICIO
103037;TRABAJO MECANICO DE DIRECCION;SERVICIO
